customer_id,name,email,city,signup_date
104,Customer_104,customer104@email.com,Salvador,2023-06-11
105,Customer_105,customer105@email.com,Brasilia,2021-11-02
106,Customer_106,customer106@email.com,Curitiba,2022-10-17
107,Customer_107,customer107@email.com,Niteroi,2022-09-16
108,Customer_108,customer108@email.com,Sao Paulo,2021-06-06
109,Customer_109,customer109@email.com,Niteroi,2023-02-20
110,Customer_110,customer110@email.com,Brasilia,2022-07-07
111,Customer_111,customer111@email.com,Rio de Janeiro,2022-06-28
112,Customer_112,customer112@email.com,Sao Paulo,2022-09-06
113,Customer_113,customer113@email.com,Rio de Janeiro,2022-05-16
114,Customer_114,customer114@email.com,Sao Paulo,2021-04-25
115,Customer_115,customer115@email.com,Brasilia,2023-06-19
116,Customer_116,customer116@email.com,Sao Paulo,2023-04-07
117,Customer_117,customer117@email.com,Rio de Janeiro,2021-09-03
118,Customer_118,customer118@email.com,Curitiba,2021-09-04
119,Customer_119,customer119@email.com,Rio de Janeiro,2021-03-22
120,Customer_120,customer120@email.com,Belo Horizonte,2023-01-20
121,Customer_121,customer121@email.com,Rio de Janeiro,2023-04-16
122,Customer_122,customer122@email.com,Curitiba,2023-02-18
123,Customer_123,customer123@email.com,Niteroi,2023-02-24
124,Customer_124,customer124@email.com,Salvador,2021-05-12
125,Customer_125,customer125@email.com,Curitiba,2022-05-02
126,Customer_126,customer126@email.com,Sao Paulo,2021-06-19
127,Customer_127,customer127@email.com,Brasilia,2022-06-25
128,Customer_128,customer128@email.com,Belo Horizonte,2022-09-14
129,Customer_129,customer129@email.com,Curitiba,2021-08-05
130,Customer_130,customer130@email.com,Salvador,2023-02-13
131,Customer_131,customer131@email.com,Niteroi,2022-12-08
132,Customer_132,customer132@email.com,Sao Paulo,2023-01-01
133,Customer_133,customer133@email.com,Salvador,2022-02-13
134,Customer_134,customer134@email.com,Sao Paulo,2022-10-28
135,Customer_135,customer135@email.com,Curitiba,2022-03-25
136,Customer_136,customer136@email.com,Rio de Janeiro,2022-04-08
137,Customer_137,customer137@email.com,Niteroi,2021-09-11
138,Customer_138,customer138@email.com,Sao Paulo,2021-03-07
139,Customer_139,customer139@email.com,Curitiba,2021-01-22
140,Customer_140,customer140@email.com,Niteroi,2022-07-22
141,Customer_141,customer141@email.com,Niteroi,2022-08-26
142,Customer_142,customer142@email.com,Rio de Janeiro,2021-01-08
143,Customer_143,customer143@email.com,Salvador,2022-12-26
144,Customer_144,customer144@email.com,Niteroi,2021-03-02
145,Customer_145,customer145@email.com,Rio de Janeiro,2021-03-11
146,Customer_146,customer146@email.com,Sao Paulo,2023-05-31
147,Customer_147,customer147@email.com,Curitiba,2021-03-14
148,Customer_148,customer148@email.com,Sao Paulo,2021-09-01
149,Customer_149,customer149@email.com,Belo Horizonte,2022-11-17
150,Customer_150,customer150@email.com,Curitiba,2021-08-08
151,Customer_151,customer151@email.com,Salvador,2021-05-16
152,Customer_152,customer152@email.com,Curitiba,2022-08-08
153,Customer_153,customer153@email.com,Niteroi,2022-04-30
154,Customer_154,customer154@email.com,Belo Horizonte,2023-03-15
155,Customer_155,customer155@email.com,Belo Horizonte,2023-04-07
156,Customer_156,customer156@email.com,Rio de Janeiro,2021-07-14
157,Customer_157,customer157@email.com,Salvador,2021-04-10
158,Customer_158,customer158@email.com,Sao Paulo,2022-03-18
159,Customer_159,customer159@email.com,Belo Horizonte,2022-03-10
160,Customer_160,customer160@email.com,Brasilia,2022-04-24
161,Customer_161,customer161@email.com,Rio de Janeiro,2023-01-17
162,Customer_162,customer162@email.com,Salvador,2022-11-21
163,Customer_163,customer163@email.com,Rio de Janeiro,2022-10-24
164,Customer_164,customer164@email.com,Belo Horizonte,2021-03-04
165,Customer_165,customer165@email.com,Sao Paulo,2023-01-16
166,Customer_166,customer166@email.com,Brasilia,2023-03-31
167,Customer_167,customer167@email.com,Niteroi,2021-04-22
168,Customer_168,customer168@email.com,Niteroi,2021-07-16
169,Customer_169,customer169@email.com,Belo Horizonte,2022-07-04
170,Customer_170,customer170@email.com,Belo Horizonte,2021-05-24
171,Customer_171,customer171@email.com,Sao Paulo,2021-07-07
172,Customer_172,customer172@email.com,Niteroi,2022-04-19
173,Customer_173,customer173@email.com,Rio de Janeiro,2023-06-15
174,Customer_174,customer174@email.com,Brasilia,2022-03-30
175,Customer_175,customer175@email.com,Brasilia,2023-06-02
176,Customer_176,customer176@email.com,Rio de Janeiro,2022-07-18
177,Customer_177,customer177@email.com,Salvador,2021-02-21
178,Customer_178,customer178@email.com,Brasilia,2022-07-08
179,Customer_179,customer179@email.com,Rio de Janeiro,2021-01-16
180,Customer_180,customer180@email.com,Brasilia,2023-02-11
181,Customer_181,customer181@email.com,Niteroi,2021-08-31
182,Customer_182,customer182@email.com,Belo Horizonte,2022-02-21
183,Customer_183,customer183@email.com,Niteroi,2022-05-08
184,Customer_184,customer184@email.com,Belo Horizonte,2023-06-05
185,Customer_185,customer185@email.com,Niteroi,2021-03-02
186,Customer_186,customer186@email.com,Rio de Janeiro,2022-01-24
187,Customer_187,customer187@email.com,Sao Paulo,2022-02-04
188,Customer_188,customer188@email.com,Brasilia,2023-03-14
189,Customer_189,customer189@email.com,Sao Paulo,2022-04-11
190,Customer_190,customer190@email.com,Salvador,2022-03-10
191,Customer_191,customer191@email.com,Brasilia,2023-01-19
192,Customer_192,customer192@email.com,Salvador,2022-07-24
193,Customer_193,customer193@email.com,Belo Horizonte,2023-01-06
194,Customer_194,customer194@email.com,Niteroi,2021-06-08
195,Customer_195,customer195@email.com,Niteroi,2021-10-31
196,Customer_196,customer196@email.com,Curitiba,2021-03-01
197,Customer_197,customer197@email.com,Curitiba,2023-01-24
198,Customer_198,customer198@email.com,Salvador,2021-03-04
199,Customer_199,customer199@email.com,Rio de Janeiro,2021-11-18
200,Customer_200,customer200@email.com,Curitiba,2021-02-21
201,Customer_201,customer201@email.com,Curitiba,2022-05-04
202,Customer_202,customer202@email.com,Curitiba,2023-05-24
203,Customer_203,customer203@email.com,Rio de Janeiro,2021-06-11
204,Customer_204,customer204@email.com,Rio de Janeiro,2022-06-05
205,Customer_205,customer205@email.com,Niteroi,2023-05-22
206,Customer_206,customer206@email.com,Curitiba,2021-03-12
207,Customer_207,customer207@email.com,Salvador,2021-03-11
208,Customer_208,customer208@email.com,Niteroi,2023-06-02
209,Customer_209,customer209@email.com,Rio de Janeiro,2022-02-18
210,Customer_210,customer210@email.com,Niteroi,2022-08-07
211,Customer_211,customer211@email.com,Curitiba,2022-08-16
212,Customer_212,customer212@email.com,Curitiba,2021-02-10
213,Customer_213,customer213@email.com,Belo Horizonte,2021-03-25
214,Customer_214,customer214@email.com,Curitiba,2022-11-05
215,Customer_215,customer215@email.com,Curitiba,2022-08-02
216,Customer_216,customer216@email.com,Sao Paulo,2021-11-20
217,Customer_217,customer217@email.com,Salvador,2021-07-29
218,Customer_218,customer218@email.com,Sao Paulo,2023-01-04
219,Customer_219,customer219@email.com,Sao Paulo,2021-09-02
220,Customer_220,customer220@email.com,Niteroi,2022-02-10
221,Customer_221,customer221@email.com,Salvador,2022-11-19
222,Customer_222,customer222@email.com,Belo Horizonte,2021-11-04
223,Customer_223,customer223@email.com,Brasilia,2021-11-20
224,Customer_224,customer224@email.com,Rio de Janeiro,2021-03-16
225,Customer_225,customer225@email.com,Curitiba,2022-04-15
226,Customer_226,customer226@email.com,Rio de Janeiro,2022-07-31
227,Customer_227,customer227@email.com,Curitiba,2021-03-17
228,Customer_228,customer228@email.com,Curitiba,2021-08-07
229,Customer_229,customer229@email.com,Niteroi,2021-09-29
230,Customer_230,customer230@email.com,Rio de Janeiro,2021-12-24
231,Customer_231,customer231@email.com,Niteroi,2023-06-20
232,Customer_232,customer232@email.com,Sao Paulo,2022-01-14
233,Customer_233,customer233@email.com,Belo Horizonte,2021-06-11
234,Customer_234,customer234@email.com,Curitiba,2023-05-04
235,Customer_235,customer235@email.com,Sao Paulo,2022-12-22
236,Customer_236,customer236@email.com,Brasilia,2022-09-19
237,Customer_237,customer237@email.com,Curitiba,2022-11-01
238,Customer_238,customer238@email.com,Salvador,2021-01-09
239,Customer_239,customer239@email.com,Curitiba,2023-04-17
240,Customer_240,customer240@email.com,Salvador,2021-11-03
241,Customer_241,customer241@email.com,Niteroi,2021-04-17
242,Customer_242,customer242@email.com,Rio de Janeiro,2021-09-28
243,Customer_243,customer243@email.com,Salvador,2021-04-20
244,Customer_244,customer244@email.com,Niteroi,2022-07-21
245,Customer_245,customer245@email.com,Sao Paulo,2021-10-06
246,Customer_246,customer246@email.com,Niteroi,2022-09-12
247,Customer_247,customer247@email.com,Sao Paulo,2023-01-05
248,Customer_248,customer248@email.com,Salvador,2021-07-28
249,Customer_249,customer249@email.com,Brasilia,2022-10-12
250,Customer_250,customer250@email.com,Curitiba,2021-09-28
251,Customer_251,customer251@email.com,Sao Paulo,2022-05-16
252,Customer_252,customer252@email.com,Rio de Janeiro,2023-05-17
253,Customer_253,customer253@email.com,Salvador,2021-04-05
254,Customer_254,customer254@email.com,Brasilia,2022-03-10
255,Customer_255,customer255@email.com,Rio de Janeiro,2021-10-11
256,Customer_256,customer256@email.com,Sao Paulo,2021-01-04
257,Customer_257,customer257@email.com,Niteroi,2023-03-01
258,Customer_258,customer258@email.com,Sao Paulo,2022-10-15
259,Customer_259,customer259@email.com,Salvador,2021-06-15
260,Customer_260,customer260@email.com,Curitiba,2022-03-29
261,Customer_261,customer261@email.com,Belo Horizonte,2022-12-24
262,Customer_262,customer262@email.com,Rio de Janeiro,2022-07-29
263,Customer_263,customer263@email.com,Rio de Janeiro,2021-04-25
264,Customer_264,customer264@email.com,Niteroi,2022-12-09
265,Customer_265,customer265@email.com,Rio de Janeiro,2022-07-13
266,Customer_266,customer266@email.com,Sao Paulo,2023-05-05
267,Customer_267,customer267@email.com,Curitiba,2022-08-20
268,Customer_268,customer268@email.com,Belo Horizonte,2021-06-01
269,Customer_269,customer269@email.com,Rio de Janeiro,2021-05-11
270,Customer_270,customer270@email.com,Sao Paulo,2021-11-12
271,Customer_271,customer271@email.com,Brasilia,2023-03-27
272,Customer_272,customer272@email.com,Sao Paulo,2021-02-10
273,Customer_273,customer273@email.com,Salvador,2021-08-04
274,Customer_274,customer274@email.com,Salvador,2021-09-13
275,Customer_275,customer275@email.com,Sao Paulo,2021-04-16
276,Customer_276,customer276@email.com,Curitiba,2023-03-10
277,Customer_277,customer277@email.com,Belo Horizonte,2023-06-15
278,Customer_278,customer278@email.com,Salvador,2022-09-28
279,Customer_279,customer279@email.com,Niteroi,2021-06-08
280,Customer_280,customer280@email.com,Niteroi,2023-06-05
281,Customer_281,customer281@email.com,Brasilia,2023-03-31
282,Customer_282,customer282@email.com,Belo Horizonte,2021-07-01
283,Customer_283,customer283@email.com,Niteroi,2021-01-26
284,Customer_284,customer284@email.com,Sao Paulo,2023-01-25
285,Customer_285,customer285@email.com,Belo Horizonte,2023-03-13
286,Customer_286,customer286@email.com,Salvador,2023-04-02
287,Customer_287,customer287@email.com,Salvador,2023-06-04
288,Customer_288,customer288@email.com,Niteroi,2023-04-11
289,Customer_289,customer289@email.com,Niteroi,2021-10-01
290,Customer_290,customer290@email.com,Salvador,2023-03-18
291,Customer_291,customer291@email.com,Belo Horizonte,2021-04-21
292,Customer_292,customer292@email.com,Rio de Janeiro,2023-06-13
293,Customer_293,customer293@email.com,Belo Horizonte,2023-05-30
294,Customer_294,customer294@email.com,Niteroi,2021-08-16
295,Customer_295,customer295@email.com,Belo Horizonte,2023-04-17
296,Customer_296,customer296@email.com,Sao Paulo,2021-12-25
297,Customer_297,customer297@email.com,Brasilia,2023-04-21
298,Customer_298,customer298@email.com,Niteroi,2023-06-12
299,Customer_299,customer299@email.com,Rio de Janeiro,2021-08-17
300,Customer_300,customer300@email.com,Niteroi,2022-11-07
301,Customer_301,customer301@email.com,Sao Paulo,2022-02-13
302,Customer_302,customer302@email.com,Brasilia,2021-10-13
303,Customer_303,customer303@email.com,Brasilia,2021-03-13
304,Customer_304,customer304@email.com,Sao Paulo,2021-10-13
305,Customer_305,customer305@email.com,Curitiba,2022-10-19
306,Customer_306,customer306@email.com,Salvador,2022-02-14
307,Customer_307,customer307@email.com,Curitiba,2023-05-14
308,Customer_308,customer308@email.com,Rio de Janeiro,2021-12-06
309,Customer_309,customer309@email.com,Sao Paulo,2021-04-29
310,Customer_310,customer310@email.com,Curitiba,2021-07-02
311,Customer_311,customer311@email.com,Rio de Janeiro,2021-09-29
312,Customer_312,customer312@email.com,Curitiba,2021-04-22
313,Customer_313,customer313@email.com,Sao Paulo,2022-03-21
314,Customer_314,customer314@email.com,Brasilia,2023-01-17
315,Customer_315,customer315@email.com,Belo Horizonte,2021-11-18
316,Customer_316,customer316@email.com,Curitiba,2022-09-13
317,Customer_317,customer317@email.com,Belo Horizonte,2021-04-29
318,Customer_318,customer318@email.com,Niteroi,2022-08-14
319,Customer_319,customer319@email.com,Rio de Janeiro,2021-09-18
320,Customer_320,customer320@email.com,Belo Horizonte,2022-12-27
321,Customer_321,customer321@email.com,Curitiba,2021-01-02
322,Customer_322,customer322@email.com,Curitiba,2023-04-06
323,Customer_323,customer323@email.com,Salvador,2022-12-05
324,Customer_324,customer324@email.com,Salvador,2023-01-30
325,Customer_325,customer325@email.com,Niteroi,2022-11-18
326,Customer_326,customer326@email.com,Belo Horizonte,2022-01-08
327,Customer_327,customer327@email.com,Salvador,2021-03-13
328,Customer_328,customer328@email.com,Curitiba,2021-12-05
329,Customer_329,customer329@email.com,Salvador,2021-11-18
330,Customer_330,customer330@email.com,Rio de Janeiro,2023-05-19
331,Customer_331,customer331@email.com,Sao Paulo,2023-01-08
332,Customer_332,customer332@email.com,Sao Paulo,2022-06-04
333,Customer_333,customer333@email.com,Belo Horizonte,2022-11-14
334,Customer_334,customer334@email.com,Belo Horizonte,2021-12-01
335,Customer_335,customer335@email.com,Sao Paulo,2022-12-15
336,Customer_336,customer336@email.com,Niteroi,2022-07-22
337,Customer_337,customer337@email.com,Belo Horizonte,2021-07-16
338,Customer_338,customer338@email.com,Belo Horizonte,2022-11-12
339,Customer_339,customer339@email.com,Salvador,2022-11-25
340,Customer_340,customer340@email.com,Curitiba,2021-06-28
341,Customer_341,customer341@email.com,Sao Paulo,2022-08-06
342,Customer_342,customer342@email.com,Curitiba,2022-02-20
343,Customer_343,customer343@email.com,Rio de Janeiro,2023-05-04
344,Customer_344,customer344@email.com,Sao Paulo,2021-11-08
345,Customer_345,customer345@email.com,Belo Horizonte,2021-08-04
346,Customer_346,customer346@email.com,Curitiba,2023-03-16
347,Customer_347,customer347@email.com,Salvador,2022-09-14
348,Customer_348,customer348@email.com,Belo Horizonte,2021-11-26
349,Customer_349,customer349@email.com,Belo Horizonte,2022-03-29
350,Customer_350,customer350@email.com,Niteroi,2022-11-23
351,Customer_351,customer351@email.com,Belo Horizonte,2022-06-08
352,Customer_352,customer352@email.com,Brasilia,2023-03-24
353,Customer_353,customer353@email.com,Niteroi,2023-01-24
354,Customer_354,customer354@email.com,Rio de Janeiro,2022-11-06
355,Customer_355,customer355@email.com,Curitiba,2021-10-18
356,Customer_356,customer356@email.com,Salvador,2022-11-11
357,Customer_357,customer357@email.com,Sao Paulo,2022-09-27
358,Customer_358,customer358@email.com,Brasilia,2021-04-06
359,Customer_359,customer359@email.com,Niteroi,2023-02-09
360,Customer_360,customer360@email.com,Sao Paulo,2022-11-20
361,Customer_361,customer361@email.com,Brasilia,2021-08-19
362,Customer_362,customer362@email.com,Niteroi,2021-07-23
363,Customer_363,customer363@email.com,Rio de Janeiro,2021-01-26
364,Customer_364,customer364@email.com,Belo Horizonte,2021-09-08
365,Customer_365,customer365@email.com,Brasilia,2022-09-18
366,Customer_366,customer366@email.com,Rio de Janeiro,2023-02-26
367,Customer_367,customer367@email.com,Belo Horizonte,2022-04-12
368,Customer_368,customer368@email.com,Curitiba,2022-10-07
369,Customer_369,customer369@email.com,Salvador,2021-07-19
370,Customer_370,customer370@email.com,Belo Horizonte,2022-12-15
371,Customer_371,customer371@email.com,Belo Horizonte,2022-05-22
372,Customer_372,customer372@email.com,Niteroi,2021-09-07
373,Customer_373,customer373@email.com,Salvador,2022-11-03
374,Customer_374,customer374@email.com,Brasilia,2021-01-06
375,Customer_375,customer375@email.com,Brasilia,2023-06-01
376,Customer_376,customer376@email.com,Brasilia,2021-04-20
377,Customer_377,customer377@email.com,Niteroi,2022-03-12
378,Customer_378,customer378@email.com,Brasilia,2021-06-30
379,Customer_379,customer379@email.com,Curitiba,2022-12-14
380,Customer_380,customer380@email.com,Rio de Janeiro,2022-04-21
381,Customer_381,customer381@email.com,Niteroi,2022-07-25
382,Customer_382,customer382@email.com,Rio de Janeiro,2023-05-19
383,Customer_383,customer383@email.com,Niteroi,2022-04-13
384,Customer_384,customer384@email.com,Belo Horizonte,2023-04-01
385,Customer_385,customer385@email.com,Curitiba,2022-11-15
386,Customer_386,customer386@email.com,Curitiba,2022-07-27
387,Customer_387,customer387@email.com,Brasilia,2021-11-21
388,Customer_388,customer388@email.com,Curitiba,2022-03-30
389,Customer_389,customer389@email.com,Salvador,2023-04-15
390,Customer_390,customer390@email.com,Belo Horizonte,2022-06-01
391,Customer_391,customer391@email.com,Curitiba,2023-05-01
392,Customer_392,customer392@email.com,Niteroi,2022-04-02
393,Customer_393,customer393@email.com,Brasilia,2023-02-01
394,Customer_394,customer394@email.com,Belo Horizonte,2022-05-02
395,Customer_395,customer395@email.com,Brasilia,2021-09-23
396,Customer_396,customer396@email.com,Brasilia,2021-09-11
397,Customer_397,customer397@email.com,Sao Paulo,2022-10-15
398,Customer_398,customer398@email.com,Brasilia,2023-02-24
399,Customer_399,customer399@email.com,Belo Horizonte,2022-06-18
400,Customer_400,customer400@email.com,Niteroi,2022-10-04
401,Customer_401,customer401@email.com,Belo Horizonte,2021-10-09
402,Customer_402,customer402@email.com,Salvador,2021-03-21
403,Customer_403,customer403@email.com,Niteroi,2021-10-20
404,Customer_404,customer404@email.com,Sao Paulo,2021-10-06
405,Customer_405,customer405@email.com,Curitiba,2021-11-24
406,Customer_406,customer406@email.com,Niteroi,2021-03-24
407,Customer_407,customer407@email.com,Niteroi,2021-06-04
408,Customer_408,customer408@email.com,Salvador,2022-01-28
409,Customer_409,customer409@email.com,Salvador,2021-06-06
410,Customer_410,customer410@email.com,Rio de Janeiro,2021-08-08
411,Customer_411,customer411@email.com,Belo Horizonte,2022-03-01
412,Customer_412,customer412@email.com,Curitiba,2021-12-05
413,Customer_413,customer413@email.com,Belo Horizonte,2022-04-23
414,Customer_414,customer414@email.com,Niteroi,2021-03-05
415,Customer_415,customer415@email.com,Belo Horizonte,2023-05-03
416,Customer_416,customer416@email.com,Brasilia,2022-02-03
417,Customer_417,customer417@email.com,Salvador,2022-08-22
418,Customer_418,customer418@email.com,Brasilia,2021-01-21
419,Customer_419,customer419@email.com,Curitiba,2023-02-23
420,Customer_420,customer420@email.com,Belo Horizonte,2022-01-25
421,Customer_421,customer421@email.com,Sao Paulo,2021-01-07
422,Customer_422,customer422@email.com,Brasilia,2021-11-02
423,Customer_423,customer423@email.com,Brasilia,2022-02-04
424,Customer_424,customer424@email.com,Belo Horizonte,2023-05-06
425,Customer_425,customer425@email.com,Salvador,2022-07-06
426,Customer_426,customer426@email.com,Curitiba,2023-01-23
427,Customer_427,customer427@email.com,Curitiba,2023-03-31
428,Customer_428,customer428@email.com,Belo Horizonte,2021-08-14
429,Customer_429,customer429@email.com,Sao Paulo,2021-08-13
430,Customer_430,customer430@email.com,Belo Horizonte,2022-03-23
431,Customer_431,customer431@email.com,Belo Horizonte,2021-01-30
432,Customer_432,customer432@email.com,Salvador,2021-12-11
433,Customer_433,customer433@email.com,Brasilia,2022-11-27
434,Customer_434,customer434@email.com,Salvador,2022-02-19
435,Customer_435,customer435@email.com,Brasilia,2021-06-19
436,Customer_436,customer436@email.com,Niteroi,2022-04-24
437,Customer_437,customer437@email.com,Curitiba,2022-09-30
438,Customer_438,customer438@email.com,Belo Horizonte,2021-01-28
439,Customer_439,customer439@email.com,Curitiba,2022-08-30
440,Customer_440,customer440@email.com,Rio de Janeiro,2022-11-10
441,Customer_441,customer441@email.com,Salvador,2021-03-27
442,Customer_442,customer442@email.com,Niteroi,2022-03-15
443,Customer_443,customer443@email.com,Belo Horizonte,2023-06-07
444,Customer_444,customer444@email.com,Rio de Janeiro,2021-07-06
445,Customer_445,customer445@email.com,Belo Horizonte,2021-09-24
446,Customer_446,customer446@email.com,Niteroi,2021-12-02
447,Customer_447,customer447@email.com,Sao Paulo,2022-04-11
448,Customer_448,customer448@email.com,Brasilia,2021-12-12
449,Customer_449,customer449@email.com,Belo Horizonte,2023-06-20
450,Customer_450,customer450@email.com,Brasilia,2021-10-12
451,Customer_451,customer451@email.com,Belo Horizonte,2023-05-02
452,Customer_452,customer452@email.com,Brasilia,2021-09-16
453,Customer_453,customer453@email.com,Belo Horizonte,2021-03-25
454,Customer_454,customer454@email.com,Salvador,2021-01-20
455,Customer_455,customer455@email.com,Rio de Janeiro,2022-07-07
456,Customer_456,customer456@email.com,Niteroi,2021-12-25
457,Customer_457,customer457@email.com,Rio de Janeiro,2022-10-28
458,Customer_458,customer458@email.com,Salvador,2023-03-11
459,Customer_459,customer459@email.com,Brasilia,2021-02-11
460,Customer_460,customer460@email.com,Niteroi,2021-02-01
461,Customer_461,customer461@email.com,Brasilia,2021-07-24
462,Customer_462,customer462@email.com,Curitiba,2021-01-21
463,Customer_463,customer463@email.com,Niteroi,2021-06-06
